,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_1,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_reduce_5,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_0,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_normal_4,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_normal_5,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_6,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_reduce_3,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_reduce_4,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_8,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_13,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_12,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_13,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_7,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_0,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_normal_3,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_1,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_10,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_3,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_2,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_4,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_2,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_8,epoch,start_time,end_time,metric:val_accuracy [0.0; 100.0] (maximize),NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_5,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_9,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_5,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_9,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_10,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_4,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_12,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_6,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_7,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_11,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_3,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_11,seed,status,config_id
10,skip_connect,0_1,max_pool_3x3,0_1,0_1,sep_conv_3x3,0_2,0_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,skip_connect,0_2,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,skip_connect,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,98,980.0,1078.0,93.38199,sep_conv_5x5,dil_conv_3x3,dil_conv_3x3,sep_conv_5x5,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,10
11,skip_connect,0_1,max_pool_3x3,0_1,0_1,sep_conv_3x3,0_2,0_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,skip_connect,0_2,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,skip_connect,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,98,1078.0,1176.0,93.38199,sep_conv_5x5,dil_conv_3x3,dil_conv_3x3,sep_conv_5x5,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,11
12,skip_connect,0_1,max_pool_3x3,0_1,0_1,sep_conv_3x3,0_2,0_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,skip_connect,0_2,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,skip_connect,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,98,1176.0,1274.0,93.38199,sep_conv_5x5,dil_conv_3x3,dil_conv_3x3,sep_conv_5x5,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,12
13,skip_connect,0_1,max_pool_3x3,0_1,0_1,sep_conv_3x3,0_2,0_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,skip_connect,0_2,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,skip_connect,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,98,1274.0,1372.0,93.38199,sep_conv_5x5,dil_conv_3x3,dil_conv_3x3,sep_conv_5x5,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,13
14,skip_connect,0_1,max_pool_3x3,0_1,0_1,sep_conv_3x3,0_2,0_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,skip_connect,0_2,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,skip_connect,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,98,1372.0,1470.0,93.38199,sep_conv_5x5,dil_conv_3x3,dil_conv_3x3,sep_conv_5x5,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,14
15,skip_connect,0_1,max_pool_3x3,0_1,0_1,sep_conv_3x3,0_2,0_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,skip_connect,0_2,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,skip_connect,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,98,1470.0,1568.0,93.38199,sep_conv_5x5,dil_conv_3x3,dil_conv_3x3,sep_conv_5x5,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,15
16,skip_connect,0_1,max_pool_3x3,0_1,0_1,sep_conv_3x3,0_2,0_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,skip_connect,0_2,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,skip_connect,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,98,1568.0,1666.0,93.38199,sep_conv_5x5,dil_conv_3x3,dil_conv_3x3,sep_conv_5x5,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,16
17,skip_connect,0_1,max_pool_3x3,0_1,0_1,sep_conv_3x3,0_2,0_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,skip_connect,0_2,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,skip_connect,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,98,1666.0,1764.0,93.38199,sep_conv_5x5,dil_conv_3x3,dil_conv_3x3,sep_conv_5x5,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,17
18,skip_connect,0_1,max_pool_3x3,0_1,0_1,sep_conv_3x3,0_2,0_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,skip_connect,0_2,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,skip_connect,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,98,1764.0,1862.0,93.38199,sep_conv_5x5,dil_conv_3x3,dil_conv_3x3,sep_conv_5x5,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,18
19,skip_connect,0_1,max_pool_3x3,0_1,0_1,sep_conv_3x3,0_2,0_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,skip_connect,0_2,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,skip_connect,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,98,1862.0,1960.0,93.38199,sep_conv_5x5,dil_conv_3x3,dil_conv_3x3,sep_conv_5x5,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,19
20,skip_connect,0_1,max_pool_3x3,0_1,0_1,sep_conv_3x3,0_2,0_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,skip_connect,0_2,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,skip_connect,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,98,1960.0,2058.0,93.38199,sep_conv_5x5,dil_conv_3x3,dil_conv_3x3,sep_conv_5x5,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,20
21,skip_connect,0_1,max_pool_3x3,0_1,0_1,sep_conv_3x3,0_2,0_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,skip_connect,0_2,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,skip_connect,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,98,2058.0,2156.0,93.38199,sep_conv_5x5,dil_conv_3x3,dil_conv_3x3,sep_conv_5x5,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,21
22,skip_connect,0_1,max_pool_3x3,0_1,0_1,sep_conv_3x3,0_2,0_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,skip_connect,0_2,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,skip_connect,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,98,2156.0,2254.0,93.38199,sep_conv_5x5,dil_conv_3x3,dil_conv_3x3,sep_conv_5x5,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,22
23,skip_connect,0_1,max_pool_3x3,0_1,0_1,sep_conv_3x3,0_2,0_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,skip_connect,0_2,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,skip_connect,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,98,2254.0,2352.0,93.38199,sep_conv_5x5,dil_conv_3x3,dil_conv_3x3,sep_conv_5x5,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,23
24,skip_connect,0_1,max_pool_3x3,0_1,0_1,sep_conv_3x3,0_2,0_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,skip_connect,0_2,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,skip_connect,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,98,2352.0,2450.0,93.38199,sep_conv_5x5,dil_conv_3x3,dil_conv_3x3,sep_conv_5x5,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,24
25,skip_connect,0_1,max_pool_3x3,0_1,0_1,sep_conv_3x3,0_2,0_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,skip_connect,0_2,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,skip_connect,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,98,2450.0,2548.0,93.38199,sep_conv_5x5,dil_conv_3x3,dil_conv_3x3,sep_conv_5x5,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,25
26,skip_connect,0_1,max_pool_3x3,0_1,0_1,sep_conv_3x3,0_2,0_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,skip_connect,0_2,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,skip_connect,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,98,2548.0,2646.0,93.38199,sep_conv_5x5,dil_conv_3x3,dil_conv_3x3,sep_conv_5x5,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,26
27,skip_connect,0_1,max_pool_3x3,0_1,0_1,sep_conv_3x3,0_2,0_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,skip_connect,0_2,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,skip_connect,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,98,2646.0,2744.0,93.38199,sep_conv_5x5,dil_conv_3x3,dil_conv_3x3,sep_conv_5x5,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,27
28,skip_connect,0_1,max_pool_3x3,0_1,0_1,sep_conv_3x3,0_2,0_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,skip_connect,0_2,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,skip_connect,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,98,2744.0,2842.0,93.38199,sep_conv_5x5,dil_conv_3x3,dil_conv_3x3,sep_conv_5x5,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,28
29,skip_connect,0_1,max_pool_3x3,0_1,0_1,sep_conv_3x3,0_2,0_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,skip_connect,0_2,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,skip_connect,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,98,2842.0,2940.0,93.38199,sep_conv_5x5,dil_conv_3x3,dil_conv_3x3,sep_conv_5x5,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,29
30,skip_connect,0_1,max_pool_3x3,0_1,0_1,sep_conv_3x3,0_2,0_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,skip_connect,0_2,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,skip_connect,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,98,2940.0,3038.0,93.38199,sep_conv_5x5,dil_conv_3x3,dil_conv_3x3,sep_conv_5x5,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,30
31,skip_connect,0_1,max_pool_3x3,0_1,0_1,sep_conv_3x3,0_2,0_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,skip_connect,0_2,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,skip_connect,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,98,3038.0,3136.0,93.38199,sep_conv_5x5,dil_conv_3x3,dil_conv_3x3,sep_conv_5x5,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,31
32,skip_connect,0_1,max_pool_3x3,0_1,0_1,sep_conv_3x3,0_2,0_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,skip_connect,0_2,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,skip_connect,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,98,3136.0,3234.0,93.38199,sep_conv_5x5,dil_conv_3x3,dil_conv_3x3,sep_conv_5x5,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,32
33,skip_connect,0_1,max_pool_3x3,0_1,0_1,sep_conv_3x3,0_2,0_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,skip_connect,0_2,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,skip_connect,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,98,3234.0,3332.0,93.38199,sep_conv_5x5,dil_conv_3x3,dil_conv_3x3,sep_conv_5x5,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,33
34,skip_connect,0_1,max_pool_3x3,0_1,0_1,sep_conv_3x3,0_2,0_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,skip_connect,0_2,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,skip_connect,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,98,3332.0,3430.0,93.38199,sep_conv_5x5,dil_conv_3x3,dil_conv_3x3,sep_conv_5x5,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,34
35,skip_connect,0_1,max_pool_3x3,0_1,0_1,sep_conv_3x3,0_2,0_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,skip_connect,0_2,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,skip_connect,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,98,3430.0,3528.0,93.38199,sep_conv_5x5,dil_conv_3x3,dil_conv_3x3,sep_conv_5x5,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,35
36,skip_connect,0_1,max_pool_3x3,0_1,0_1,sep_conv_3x3,0_2,0_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,skip_connect,0_2,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,skip_connect,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,98,3528.0,3626.0,93.38199,sep_conv_5x5,dil_conv_3x3,dil_conv_3x3,sep_conv_5x5,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0,success,36
