,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_0,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_1,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_0,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_1,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_normal_3,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_normal_4,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_normal_5,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_reduce_3,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_reduce_4,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_reduce_5,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_11,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_13,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_3,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_4,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_6,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_8,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_10,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_11,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_2,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_4,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_5,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_8,epoch,start_time,end_time,metric:val_accuracy [0.0; 100.0] (maximize),NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_10,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_12,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_6,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_2,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_9,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_3,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_12,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_5,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_13,seed,status,config_id,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_7,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_7,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_9
38,dil_conv_3x3,sep_conv_5x5,sep_conv_3x3,dil_conv_5x5,0_2,1_3,3_4,0_1,0_1,2_4,max_pool_3x3,sep_conv_5x5,max_pool_3x3,sep_conv_5x5,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,sep_conv_5x5,dil_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,98,3724.0,3822.0,92.45477,max_pool_3x3,max_pool_3x3,dil_conv_3x3,avg_pool_3x3,max_pool_3x3,avg_pool_3x3,skip_connect,max_pool_3x3,sep_conv_3x3,1234,success,38,max_pool_3x3,max_pool_3x3,max_pool_3x3
39,dil_conv_3x3,sep_conv_5x5,sep_conv_3x3,dil_conv_5x5,0_2,1_3,3_4,0_1,0_1,2_4,max_pool_3x3,sep_conv_5x5,max_pool_3x3,sep_conv_5x5,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,sep_conv_5x5,dil_conv_5x5,max_pool_3x3,dil_conv_3x3,max_pool_3x3,98,3822.0,3920.0,92.83082,max_pool_3x3,max_pool_3x3,avg_pool_3x3,avg_pool_3x3,max_pool_3x3,skip_connect,skip_connect,max_pool_3x3,max_pool_3x3,1234,success,39,max_pool_3x3,max_pool_3x3,max_pool_3x3
40,max_pool_3x3,sep_conv_5x5,avg_pool_3x3,dil_conv_3x3,1_2,0_2,2_4,0_1,0_1,1_2,skip_connect,sep_conv_5x5,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_5x5,sep_conv_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,98,3920.0,4018.0,93.05926,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,1234,success,40,sep_conv_3x3,max_pool_3x3,max_pool_3x3
41,max_pool_3x3,sep_conv_5x5,avg_pool_3x3,dil_conv_3x3,0_1,0_3,1_2,0_2,2_3,1_2,dil_conv_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,avg_pool_3x3,avg_pool_3x3,dil_conv_5x5,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,98,4018.0,4116.0,92.570465,dil_conv_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,1234,success,41,max_pool_3x3,sep_conv_3x3,max_pool_3x3
42,dil_conv_3x3,sep_conv_5x5,sep_conv_3x3,dil_conv_5x5,0_2,1_3,3_4,1_2,1_3,2_3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,skip_connect,dil_conv_5x5,skip_connect,max_pool_3x3,dil_conv_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,dil_conv_5x5,98,4116.0,4214.0,92.11524,max_pool_3x3,skip_connect,dil_conv_5x5,avg_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,1234,success,42,max_pool_3x3,max_pool_3x3,max_pool_3x3
43,dil_conv_3x3,sep_conv_5x5,sep_conv_3x3,dil_conv_5x5,0_2,1_3,3_4,0_1,0_1,2_4,max_pool_3x3,sep_conv_5x5,max_pool_3x3,sep_conv_5x5,dil_conv_5x5,skip_connect,max_pool_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,98,4214.0,4312.0,92.8433,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,dil_conv_5x5,skip_connect,max_pool_3x3,max_pool_3x3,1234,success,43,max_pool_3x3,max_pool_3x3,max_pool_3x3
44,max_pool_3x3,sep_conv_5x5,avg_pool_3x3,dil_conv_3x3,1_2,0_2,2_4,0_1,0_1,1_2,skip_connect,sep_conv_5x5,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_5x5,dil_conv_3x3,dil_conv_5x5,max_pool_3x3,dil_conv_5x5,max_pool_3x3,98,4312.0,4410.0,93.00199,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,1234,success,44,dil_conv_3x3,max_pool_3x3,max_pool_3x3
45,max_pool_3x3,sep_conv_5x5,avg_pool_3x3,dil_conv_3x3,0_1,0_3,1_2,0_2,2_3,1_2,dil_conv_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,avg_pool_3x3,avg_pool_3x3,dil_conv_5x5,dil_conv_3x3,skip_connect,max_pool_3x3,avg_pool_3x3,98,4410.0,4508.0,92.52383,dil_conv_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,1234,success,45,max_pool_3x3,avg_pool_3x3,max_pool_3x3
46,dil_conv_3x3,sep_conv_5x5,sep_conv_3x3,dil_conv_5x5,0_2,1_3,3_4,1_2,1_3,2_3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_3x3,sep_conv_5x5,max_pool_3x3,dil_conv_3x3,max_pool_3x3,skip_connect,max_pool_3x3,avg_pool_3x3,98,4508.0,4606.0,91.0136,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_3x3,max_pool_3x3,avg_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,1234,success,46,max_pool_3x3,max_pool_3x3,max_pool_3x3
47,dil_conv_3x3,sep_conv_5x5,sep_conv_3x3,dil_conv_5x5,0_2,1_3,3_4,0_1,0_1,2_4,max_pool_3x3,sep_conv_5x5,max_pool_3x3,sep_conv_5x5,dil_conv_5x5,skip_connect,max_pool_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,98,4606.0,4704.0,92.52845,max_pool_3x3,max_pool_3x3,sep_conv_5x5,avg_pool_3x3,max_pool_3x3,avg_pool_3x3,skip_connect,max_pool_3x3,dil_conv_5x5,1234,success,47,max_pool_3x3,max_pool_3x3,max_pool_3x3
48,max_pool_3x3,sep_conv_5x5,avg_pool_3x3,dil_conv_3x3,1_2,0_2,2_4,0_1,0_1,1_2,skip_connect,sep_conv_5x5,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_5x5,sep_conv_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,98,4704.0,4802.0,93.12975,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,1234,success,48,sep_conv_3x3,max_pool_3x3,max_pool_3x3
49,dil_conv_3x3,sep_conv_5x5,sep_conv_3x3,dil_conv_5x5,0_2,1_3,3_4,1_2,1_3,2_3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,skip_connect,dil_conv_5x5,skip_connect,max_pool_3x3,dil_conv_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,avg_pool_3x3,98,4802.0,4900.0,92.00954,max_pool_3x3,skip_connect,skip_connect,avg_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,1234,success,49,max_pool_3x3,max_pool_3x3,max_pool_3x3
50,max_pool_3x3,sep_conv_5x5,avg_pool_3x3,dil_conv_3x3,0_1,0_3,1_2,0_2,2_3,1_2,dil_conv_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,avg_pool_3x3,avg_pool_3x3,dil_conv_5x5,dil_conv_3x3,skip_connect,max_pool_3x3,sep_conv_3x3,98,4900.0,4998.0,93.00232,dil_conv_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,1234,success,50,max_pool_3x3,dil_conv_5x5,max_pool_3x3
51,dil_conv_3x3,sep_conv_5x5,sep_conv_3x3,dil_conv_5x5,0_2,1_3,3_4,1_2,1_3,2_3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,skip_connect,dil_conv_5x5,skip_connect,max_pool_3x3,dil_conv_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,skip_connect,98,4998.0,5096.0,92.14638,max_pool_3x3,skip_connect,skip_connect,avg_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,1234,success,51,max_pool_3x3,max_pool_3x3,max_pool_3x3
52,dil_conv_3x3,sep_conv_5x5,sep_conv_3x3,dil_conv_5x5,0_2,1_3,3_4,1_2,1_3,2_3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,skip_connect,dil_conv_5x5,skip_connect,max_pool_3x3,dil_conv_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,98,5096.0,5194.0,91.70598,max_pool_3x3,skip_connect,skip_connect,avg_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,1234,success,52,max_pool_3x3,max_pool_3x3,max_pool_3x3
53,max_pool_3x3,sep_conv_5x5,avg_pool_3x3,dil_conv_3x3,0_1,0_3,1_2,0_2,2_3,1_2,dil_conv_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,avg_pool_3x3,avg_pool_3x3,dil_conv_5x5,dil_conv_3x3,skip_connect,max_pool_3x3,skip_connect,98,5194.0,5292.0,92.74578,dil_conv_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,1234,success,53,max_pool_3x3,skip_connect,max_pool_3x3
54,max_pool_3x3,sep_conv_5x5,avg_pool_3x3,dil_conv_3x3,0_1,0_3,1_2,0_2,2_3,1_2,dil_conv_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,avg_pool_3x3,avg_pool_3x3,dil_conv_5x5,dil_conv_3x3,skip_connect,max_pool_3x3,sep_conv_3x3,98,5292.0,5390.0,92.81166,dil_conv_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,1234,success,54,max_pool_3x3,dil_conv_3x3,max_pool_3x3
55,dil_conv_3x3,sep_conv_5x5,sep_conv_3x3,dil_conv_5x5,0_2,1_3,3_4,1_2,1_3,2_3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,skip_connect,dil_conv_5x5,skip_connect,max_pool_3x3,dil_conv_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,dil_conv_3x3,98,5390.0,5488.0,92.06981,max_pool_3x3,skip_connect,skip_connect,avg_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,1234,success,55,max_pool_3x3,max_pool_3x3,max_pool_3x3
56,max_pool_3x3,sep_conv_5x5,avg_pool_3x3,dil_conv_3x3,1_2,0_2,2_4,0_1,0_1,1_2,skip_connect,dil_conv_3x3,sep_conv_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,98,5488.0,5586.0,92.83062,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,1234,success,56,avg_pool_3x3,max_pool_3x3,max_pool_3x3
57,max_pool_3x3,sep_conv_5x5,avg_pool_3x3,dil_conv_3x3,0_1,0_3,1_2,0_2,2_3,1_2,dil_conv_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,avg_pool_3x3,avg_pool_3x3,dil_conv_5x5,dil_conv_3x3,skip_connect,max_pool_3x3,avg_pool_3x3,98,5586.0,5684.0,92.820076,dil_conv_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,1234,success,57,max_pool_3x3,sep_conv_5x5,max_pool_3x3
58,dil_conv_3x3,sep_conv_5x5,sep_conv_3x3,dil_conv_5x5,0_2,1_3,3_4,1_2,1_3,2_3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_3x3,sep_conv_5x5,max_pool_3x3,dil_conv_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,sep_conv_3x3,98,5684.0,5782.0,91.14587,max_pool_3x3,max_pool_3x3,sep_conv_5x5,sep_conv_3x3,max_pool_3x3,sep_conv_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,1234,success,58,max_pool_3x3,max_pool_3x3,max_pool_3x3
59,dil_conv_3x3,sep_conv_5x5,sep_conv_3x3,dil_conv_5x5,0_2,1_3,3_4,0_1,0_1,2_4,max_pool_3x3,sep_conv_5x5,max_pool_3x3,sep_conv_5x5,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,sep_conv_5x5,avg_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,98,5782.0,5880.0,92.692696,max_pool_3x3,max_pool_3x3,skip_connect,avg_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,avg_pool_3x3,1234,success,59,max_pool_3x3,max_pool_3x3,max_pool_3x3
60,dil_conv_3x3,sep_conv_5x5,sep_conv_3x3,dil_conv_5x5,0_2,1_3,3_4,0_1,0_1,2_4,max_pool_3x3,sep_conv_5x5,max_pool_3x3,sep_conv_5x5,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,sep_conv_5x5,avg_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,98,5880.0,5978.0,92.78926,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,skip_connect,1234,success,60,max_pool_3x3,max_pool_3x3,max_pool_3x3
61,dil_conv_3x3,sep_conv_5x5,sep_conv_3x3,dil_conv_5x5,0_2,1_3,3_4,1_2,1_3,2_3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_3x3,sep_conv_5x5,max_pool_3x3,dil_conv_3x3,max_pool_3x3,skip_connect,max_pool_3x3,sep_conv_3x3,98,5978.0,6076.0,91.18285,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_3x3,max_pool_3x3,avg_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,1234,success,61,max_pool_3x3,max_pool_3x3,max_pool_3x3
62,dil_conv_3x3,sep_conv_5x5,sep_conv_3x3,dil_conv_5x5,0_2,1_3,3_4,0_1,0_1,2_4,max_pool_3x3,sep_conv_5x5,max_pool_3x3,sep_conv_5x5,dil_conv_5x5,skip_connect,max_pool_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,98,6076.0,6174.0,92.927315,max_pool_3x3,max_pool_3x3,dil_conv_5x5,avg_pool_3x3,max_pool_3x3,dil_conv_5x5,skip_connect,max_pool_3x3,max_pool_3x3,1234,success,62,max_pool_3x3,max_pool_3x3,max_pool_3x3
63,max_pool_3x3,sep_conv_5x5,avg_pool_3x3,dil_conv_3x3,1_2,0_2,2_4,0_1,0_1,1_2,skip_connect,dil_conv_3x3,sep_conv_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,98,6174.0,6272.0,92.854225,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,1234,success,63,avg_pool_3x3,max_pool_3x3,max_pool_3x3
64,max_pool_3x3,sep_conv_5x5,avg_pool_3x3,dil_conv_3x3,1_2,0_2,2_4,0_1,0_1,1_2,skip_connect,sep_conv_5x5,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,dil_conv_5x5,avg_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,98,6272.0,6370.0,92.80447,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,1234,success,64,dil_conv_5x5,max_pool_3x3,max_pool_3x3
65,max_pool_3x3,sep_conv_5x5,avg_pool_3x3,dil_conv_3x3,0_1,0_3,1_2,0_2,2_3,1_2,dil_conv_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,avg_pool_3x3,avg_pool_3x3,dil_conv_5x5,dil_conv_3x3,skip_connect,max_pool_3x3,dil_conv_3x3,98,6370.0,6468.0,92.60993,dil_conv_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,1234,success,65,max_pool_3x3,max_pool_3x3,max_pool_3x3
66,max_pool_3x3,sep_conv_5x5,avg_pool_3x3,dil_conv_3x3,1_2,0_2,2_4,0_1,0_1,1_2,skip_connect,sep_conv_5x5,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,skip_connect,sep_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,98,6468.0,6566.0,92.968094,max_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,1234,success,66,sep_conv_3x3,max_pool_3x3,max_pool_3x3
67,dil_conv_3x3,sep_conv_5x5,sep_conv_3x3,dil_conv_5x5,0_2,1_3,3_4,0_1,0_1,2_4,max_pool_3x3,sep_conv_5x5,max_pool_3x3,sep_conv_5x5,dil_conv_5x5,avg_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,dil_conv_5x5,max_pool_3x3,98,6566.0,6664.0,92.15698,max_pool_3x3,max_pool_3x3,avg_pool_3x3,avg_pool_3x3,max_pool_3x3,dil_conv_5x5,skip_connect,max_pool_3x3,dil_conv_3x3,1234,success,67,max_pool_3x3,max_pool_3x3,max_pool_3x3
68,dil_conv_3x3,sep_conv_5x5,sep_conv_3x3,dil_conv_5x5,0_2,1_3,3_4,1_2,1_3,2_3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_3x3,sep_conv_5x5,max_pool_3x3,dil_conv_3x3,max_pool_3x3,skip_connect,max_pool_3x3,dil_conv_5x5,98,6664.0,6762.0,90.89033,max_pool_3x3,max_pool_3x3,sep_conv_5x5,sep_conv_3x3,max_pool_3x3,avg_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,1234,success,68,max_pool_3x3,max_pool_3x3,max_pool_3x3
69,max_pool_3x3,sep_conv_5x5,avg_pool_3x3,dil_conv_3x3,0_1,0_3,1_2,0_2,2_3,1_2,dil_conv_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,avg_pool_3x3,avg_pool_3x3,dil_conv_5x5,dil_conv_3x3,skip_connect,max_pool_3x3,sep_conv_3x3,98,6762.0,6860.0,92.7389,dil_conv_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,1234,success,69,max_pool_3x3,avg_pool_3x3,max_pool_3x3
70,max_pool_3x3,sep_conv_5x5,avg_pool_3x3,dil_conv_3x3,1_2,0_2,2_4,0_1,0_1,1_2,skip_connect,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,skip_connect,max_pool_3x3,98,6860.0,6958.0,92.82303,max_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,1234,success,70,dil_conv_5x5,max_pool_3x3,max_pool_3x3
71,dil_conv_3x3,sep_conv_5x5,sep_conv_3x3,dil_conv_5x5,0_2,1_3,3_4,0_1,0_1,2_4,max_pool_3x3,sep_conv_5x5,max_pool_3x3,sep_conv_5x5,dil_conv_5x5,avg_pool_3x3,max_pool_3x3,dil_conv_3x3,dil_conv_3x3,max_pool_3x3,skip_connect,max_pool_3x3,98,6958.0,7056.0,92.21233,max_pool_3x3,max_pool_3x3,sep_conv_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,sep_conv_5x5,1234,success,71,max_pool_3x3,max_pool_3x3,max_pool_3x3
72,dil_conv_3x3,sep_conv_5x5,sep_conv_3x3,dil_conv_5x5,0_2,1_3,3_4,1_2,1_3,2_3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_3x3,sep_conv_5x5,max_pool_3x3,dil_conv_3x3,max_pool_3x3,skip_connect,max_pool_3x3,sep_conv_5x5,98,7056.0,7154.0,91.03368,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_3x3,max_pool_3x3,avg_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,1234,success,72,max_pool_3x3,max_pool_3x3,max_pool_3x3
73,dil_conv_3x3,sep_conv_5x5,sep_conv_3x3,dil_conv_5x5,0_2,1_3,3_4,0_1,0_1,2_4,max_pool_3x3,sep_conv_5x5,max_pool_3x3,sep_conv_5x5,dil_conv_5x5,avg_pool_3x3,max_pool_3x3,dil_conv_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,98,7154.0,7252.0,92.270386,max_pool_3x3,max_pool_3x3,sep_conv_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,sep_conv_5x5,1234,success,73,max_pool_3x3,max_pool_3x3,max_pool_3x3
74,dil_conv_3x3,sep_conv_5x5,sep_conv_3x3,dil_conv_5x5,0_2,1_3,3_4,0_1,0_1,2_4,max_pool_3x3,sep_conv_5x5,max_pool_3x3,sep_conv_5x5,dil_conv_5x5,avg_pool_3x3,max_pool_3x3,dil_conv_3x3,dil_conv_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,98,7252.0,7350.0,92.43517,max_pool_3x3,max_pool_3x3,dil_conv_5x5,avg_pool_3x3,max_pool_3x3,sep_conv_5x5,skip_connect,max_pool_3x3,avg_pool_3x3,1234,success,74,max_pool_3x3,max_pool_3x3,max_pool_3x3
75,dil_conv_3x3,sep_conv_5x5,sep_conv_3x3,dil_conv_5x5,0_2,1_3,3_4,0_1,0_1,2_4,max_pool_3x3,sep_conv_5x5,max_pool_3x3,sep_conv_5x5,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,sep_conv_5x5,avg_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,98,7350.0,7448.0,92.81183,max_pool_3x3,max_pool_3x3,sep_conv_5x5,avg_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,avg_pool_3x3,1234,success,75,max_pool_3x3,max_pool_3x3,max_pool_3x3
76,max_pool_3x3,sep_conv_5x5,avg_pool_3x3,dil_conv_3x3,0_1,0_3,1_2,0_2,2_3,1_2,dil_conv_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,avg_pool_3x3,avg_pool_3x3,dil_conv_5x5,dil_conv_3x3,skip_connect,max_pool_3x3,dil_conv_5x5,98,7448.0,7546.0,92.89052,dil_conv_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,1234,success,76,max_pool_3x3,sep_conv_3x3,max_pool_3x3
77,max_pool_3x3,sep_conv_5x5,avg_pool_3x3,dil_conv_3x3,1_2,0_2,2_4,0_1,0_1,1_2,skip_connect,dil_conv_3x3,sep_conv_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,skip_connect,max_pool_3x3,sep_conv_3x3,max_pool_3x3,98,7546.0,7644.0,93.00644,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,1234,success,77,avg_pool_3x3,max_pool_3x3,max_pool_3x3
78,max_pool_3x3,sep_conv_5x5,avg_pool_3x3,dil_conv_3x3,0_1,0_3,1_2,0_2,2_3,1_2,dil_conv_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,avg_pool_3x3,avg_pool_3x3,dil_conv_5x5,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,98,7644.0,7742.0,92.23914,dil_conv_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,1234,success,78,max_pool_3x3,avg_pool_3x3,max_pool_3x3
