,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_1,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_reduce_5,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_0,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_normal_4,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_normal_5,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_6,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_reduce_3,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_reduce_4,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_8,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_13,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_12,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_13,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_7,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_0,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_normal_3,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_1,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_10,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_3,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_2,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_4,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_2,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_8,epoch,start_time,end_time,metric:val_accuracy [0.0; 100.0] (maximize),NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_5,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_9,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_5,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_9,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_10,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_4,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_12,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_6,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_7,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_11,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_3,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_11,seed,status,config_id
94,sep_conv_3x3,3_4,sep_conv_3x3,0_3,1_2,max_pool_3x3,1_2,0_3,sep_conv_5x5,max_pool_3x3,sep_conv_5x5,skip_connect,max_pool_3x3,sep_conv_5x5,1_2,skip_connect,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,98,9212.0,9310.0,93.19898,skip_connect,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,sep_conv_5x5,max_pool_3x3,2025,success,94
95,dil_conv_3x3,0_3,sep_conv_3x3,2_3,1_4,max_pool_3x3,0_2,1_3,dil_conv_5x5,avg_pool_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,sep_conv_3x3,0_1,sep_conv_3x3,sep_conv_5x5,dil_conv_5x5,sep_conv_5x5,dil_conv_3x3,dil_conv_5x5,max_pool_3x3,98,9310.0,9408.0,92.02131,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,2025,success,95
96,sep_conv_5x5,0_4,avg_pool_3x3,0_3,0_4,max_pool_3x3,0_2,1_3,sep_conv_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,dil_conv_5x5,0_1,skip_connect,max_pool_3x3,dil_conv_3x3,max_pool_3x3,skip_connect,dil_conv_5x5,skip_connect,98,9408.0,9506.0,93.37019,dil_conv_3x3,dil_conv_5x5,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,2025,success,96
97,skip_connect,1_3,sep_conv_5x5,0_1,1_2,dil_conv_3x3,0_2,1_3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,1_2,dil_conv_5x5,dil_conv_3x3,skip_connect,sep_conv_5x5,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,98,9506.0,9604.0,93.38706,sep_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,sep_conv_5x5,max_pool_3x3,sep_conv_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,2025,success,97
98,max_pool_3x3,0_2,dil_conv_5x5,1_2,0_4,max_pool_3x3,0_2,1_2,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,skip_connect,dil_conv_3x3,0_1,avg_pool_3x3,max_pool_3x3,dil_conv_5x5,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,98,9604.0,9702.0,91.89427,max_pool_3x3,sep_conv_3x3,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,2025,success,98
99,sep_conv_5x5,3_4,skip_connect,1_3,0_4,max_pool_3x3,1_2,0_1,avg_pool_3x3,dil_conv_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,0_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,sep_conv_3x3,max_pool_3x3,98,9702.0,9800.0,91.7746,max_pool_3x3,avg_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,2025,success,99
100,sep_conv_5x5,0_4,sep_conv_3x3,0_1,1_3,skip_connect,1_2,0_1,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,sep_conv_3x3,1_2,max_pool_3x3,sep_conv_5x5,skip_connect,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,98,9800.0,9898.0,93.50688,dil_conv_5x5,max_pool_3x3,sep_conv_3x3,dil_conv_5x5,max_pool_3x3,sep_conv_5x5,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,2025,success,100
101,sep_conv_3x3,0_4,dil_conv_5x5,0_1,2_3,sep_conv_5x5,0_2,0_3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,skip_connect,1_2,sep_conv_3x3,max_pool_3x3,dil_conv_5x5,skip_connect,sep_conv_5x5,max_pool_3x3,avg_pool_3x3,98,9898.0,9996.0,93.37662,dil_conv_3x3,max_pool_3x3,skip_connect,sep_conv_3x3,max_pool_3x3,dil_conv_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,2025,success,101
0,avg_pool_3x3,1_4,sep_conv_3x3,0_2,1_2,max_pool_3x3,1_2,2_3,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,sep_conv_3x3,dil_conv_3x3,0_1,avg_pool_3x3,skip_connect,sep_conv_5x5,max_pool_3x3,dil_conv_3x3,dil_conv_5x5,avg_pool_3x3,98,0.0,98.0,93.193665,dil_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,dil_conv_5x5,avg_pool_3x3,max_pool_3x3,4321,success,0
1,skip_connect,1_4,max_pool_3x3,0_1,1_4,dil_conv_5x5,1_2,0_3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,0_1,max_pool_3x3,avg_pool_3x3,dil_conv_5x5,max_pool_3x3,avg_pool_3x3,dil_conv_3x3,skip_connect,98,98.0,196.0,92.45807,dil_conv_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,4321,success,1
2,skip_connect,3_4,sep_conv_5x5,0_1,0_4,max_pool_3x3,1_2,0_1,max_pool_3x3,skip_connect,sep_conv_5x5,avg_pool_3x3,max_pool_3x3,skip_connect,0_1,skip_connect,max_pool_3x3,sep_conv_5x5,max_pool_3x3,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,98,196.0,294.0,93.17707,sep_conv_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,4321,success,2
3,sep_conv_3x3,0_1,sep_conv_5x5,0_3,2_3,max_pool_3x3,0_2,0_2,dil_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,dil_conv_5x5,1_2,dil_conv_3x3,max_pool_3x3,avg_pool_3x3,dil_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,98,294.0,392.0,92.834114,skip_connect,max_pool_3x3,avg_pool_3x3,sep_conv_3x3,sep_conv_5x5,sep_conv_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,4321,success,3
4,max_pool_3x3,1_2,sep_conv_5x5,1_3,2_3,skip_connect,0_2,0_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,sep_conv_3x3,0_1,dil_conv_5x5,max_pool_3x3,avg_pool_3x3,dil_conv_3x3,sep_conv_3x3,sep_conv_5x5,max_pool_3x3,98,392.0,490.0,92.86784,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,skip_connect,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,sep_conv_3x3,4321,success,4
5,max_pool_3x3,1_3,skip_connect,1_2,0_1,sep_conv_5x5,1_2,0_1,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,dil_conv_5x5,0_1,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,avg_pool_3x3,skip_connect,max_pool_3x3,98,490.0,588.0,93.162834,max_pool_3x3,dil_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,4321,success,5
6,avg_pool_3x3,2_4,sep_conv_5x5,0_2,1_4,max_pool_3x3,0_2,0_1,max_pool_3x3,sep_conv_5x5,max_pool_3x3,dil_conv_3x3,max_pool_3x3,skip_connect,1_2,skip_connect,sep_conv_3x3,sep_conv_3x3,dil_conv_5x5,skip_connect,max_pool_3x3,max_pool_3x3,98,588.0,686.0,93.42855,dil_conv_5x5,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,sep_conv_5x5,dil_conv_5x5,max_pool_3x3,max_pool_3x3,avg_pool_3x3,4321,success,6
7,avg_pool_3x3,2_4,max_pool_3x3,1_3,0_2,sep_conv_3x3,0_2,0_1,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,sep_conv_5x5,1_2,skip_connect,max_pool_3x3,sep_conv_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,98,686.0,784.0,92.97472,max_pool_3x3,dil_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,sep_conv_3x3,max_pool_3x3,skip_connect,max_pool_3x3,skip_connect,4321,success,7
8,skip_connect,2_3,sep_conv_3x3,2_3,1_4,max_pool_3x3,1_2,0_2,dil_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,sep_conv_3x3,0_1,dil_conv_5x5,max_pool_3x3,sep_conv_3x3,max_pool_3x3,skip_connect,dil_conv_3x3,max_pool_3x3,98,784.0,882.0,92.024376,max_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,sep_conv_5x5,max_pool_3x3,4321,success,8
9,dil_conv_5x5,0_3,sep_conv_3x3,0_1,1_2,avg_pool_3x3,0_2,2_3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,sep_conv_3x3,sep_conv_5x5,1_2,sep_conv_3x3,dil_conv_3x3,dil_conv_3x3,avg_pool_3x3,sep_conv_5x5,max_pool_3x3,dil_conv_3x3,98,882.0,980.0,93.301605,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,4321,success,9
10,sep_conv_5x5,1_4,skip_connect,0_3,1_4,max_pool_3x3,1_2,0_2,avg_pool_3x3,dil_conv_3x3,max_pool_3x3,sep_conv_3x3,dil_conv_5x5,dil_conv_3x3,0_1,dil_conv_3x3,dil_conv_3x3,dil_conv_3x3,max_pool_3x3,sep_conv_3x3,sep_conv_3x3,max_pool_3x3,98,980.0,1078.0,92.9508,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,4321,success,10
11,max_pool_3x3,0_2,avg_pool_3x3,2_3,1_2,max_pool_3x3,1_2,0_1,sep_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,0_2,sep_conv_5x5,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,98,1078.0,1176.0,92.2518,max_pool_3x3,max_pool_3x3,avg_pool_3x3,sep_conv_5x5,max_pool_3x3,sep_conv_3x3,max_pool_3x3,sep_conv_5x5,dil_conv_3x3,skip_connect,sep_conv_3x3,sep_conv_5x5,4321,success,11
12,skip_connect,2_3,avg_pool_3x3,2_3,2_4,max_pool_3x3,0_2,2_3,sep_conv_5x5,max_pool_3x3,sep_conv_3x3,max_pool_3x3,avg_pool_3x3,skip_connect,0_1,avg_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,dil_conv_5x5,dil_conv_5x5,skip_connect,98,1176.0,1274.0,92.31139,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,dil_conv_3x3,max_pool_3x3,sep_conv_3x3,4321,success,12
13,skip_connect,1_3,sep_conv_5x5,0_3,1_2,max_pool_3x3,0_2,0_2,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,0_2,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,98,1274.0,1372.0,93.03053,sep_conv_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,4321,success,13
14,sep_conv_3x3,3_4,avg_pool_3x3,0_3,0_3,max_pool_3x3,0_2,1_3,dil_conv_3x3,max_pool_3x3,sep_conv_3x3,dil_conv_5x5,max_pool_3x3,dil_conv_3x3,1_2,sep_conv_5x5,max_pool_3x3,sep_conv_5x5,dil_conv_5x5,sep_conv_5x5,max_pool_3x3,dil_conv_5x5,98,1372.0,1470.0,92.6677,max_pool_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,4321,success,14
15,dil_conv_3x3,0_2,sep_conv_3x3,0_1,0_2,sep_conv_3x3,0_2,0_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,dil_conv_3x3,0_1,skip_connect,max_pool_3x3,sep_conv_5x5,dil_conv_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,1470.0,1568.0,93.843285,max_pool_3x3,max_pool_3x3,dil_conv_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,4321,success,15
16,avg_pool_3x3,2_3,dil_conv_3x3,0_3,0_4,max_pool_3x3,1_2,1_2,sep_conv_3x3,skip_connect,avg_pool_3x3,max_pool_3x3,skip_connect,dil_conv_5x5,0_2,sep_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_5x5,sep_conv_5x5,max_pool_3x3,98,1568.0,1666.0,92.874985,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_5x5,4321,success,16
17,dil_conv_5x5,3_4,dil_conv_3x3,0_3,0_3,max_pool_3x3,0_2,1_2,max_pool_3x3,max_pool_3x3,sep_conv_3x3,avg_pool_3x3,skip_connect,max_pool_3x3,0_2,sep_conv_5x5,max_pool_3x3,max_pool_3x3,sep_conv_5x5,sep_conv_3x3,skip_connect,max_pool_3x3,98,1666.0,1764.0,92.26284,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,4321,success,17
18,max_pool_3x3,3_4,sep_conv_5x5,1_3,3_4,dil_conv_5x5,1_2,0_2,sep_conv_5x5,dil_conv_5x5,avg_pool_3x3,avg_pool_3x3,dil_conv_5x5,dil_conv_5x5,0_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,avg_pool_3x3,max_pool_3x3,98,1764.0,1862.0,91.50752,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,4321,success,18
19,avg_pool_3x3,2_4,skip_connect,2_3,2_4,max_pool_3x3,0_2,0_1,avg_pool_3x3,sep_conv_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,avg_pool_3x3,0_1,max_pool_3x3,max_pool_3x3,skip_connect,sep_conv_3x3,sep_conv_5x5,skip_connect,max_pool_3x3,98,1862.0,1960.0,92.15143,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,dil_conv_3x3,skip_connect,max_pool_3x3,dil_conv_3x3,4321,success,19
20,skip_connect,1_4,sep_conv_3x3,0_1,1_3,skip_connect,0_2,0_1,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,dil_conv_3x3,0_1,sep_conv_3x3,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,98,1960.0,2058.0,93.18847,dil_conv_3x3,max_pool_3x3,skip_connect,max_pool_3x3,dil_conv_3x3,max_pool_3x3,sep_conv_5x5,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,4321,success,20
21,skip_connect,0_4,sep_conv_3x3,0_2,2_4,max_pool_3x3,1_2,0_3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,sep_conv_5x5,0_1,sep_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,avg_pool_3x3,98,2058.0,2156.0,92.36136,avg_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,sep_conv_3x3,avg_pool_3x3,max_pool_3x3,4321,success,21
22,sep_conv_5x5,0_1,dil_conv_3x3,2_3,0_2,max_pool_3x3,1_2,0_2,dil_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,sep_conv_3x3,0_2,sep_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,avg_pool_3x3,max_pool_3x3,98,2156.0,2254.0,92.86905,max_pool_3x3,dil_conv_5x5,sep_conv_5x5,sep_conv_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,dil_conv_5x5,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,4321,success,22
23,avg_pool_3x3,1_3,dil_conv_5x5,1_3,0_4,dil_conv_3x3,0_2,1_2,skip_connect,sep_conv_3x3,sep_conv_5x5,max_pool_3x3,avg_pool_3x3,sep_conv_5x5,1_2,dil_conv_5x5,max_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,98,2254.0,2352.0,92.4309,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,4321,success,23
24,sep_conv_3x3,1_3,skip_connect,1_3,1_4,max_pool_3x3,1_2,0_1,dil_conv_5x5,sep_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,dil_conv_3x3,0_1,sep_conv_3x3,avg_pool_3x3,sep_conv_3x3,max_pool_3x3,sep_conv_3x3,avg_pool_3x3,max_pool_3x3,98,2352.0,2450.0,92.67199,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,4321,success,24
25,max_pool_3x3,1_3,skip_connect,0_1,0_3,max_pool_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_5x5,sep_conv_5x5,0_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,sep_conv_5x5,max_pool_3x3,98,2450.0,2548.0,93.11098,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,4321,success,25
26,avg_pool_3x3,1_2,sep_conv_5x5,0_2,3_4,max_pool_3x3,0_2,2_3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,0_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,98,2548.0,2646.0,91.65744,sep_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,dil_conv_5x5,sep_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,4321,success,26
27,sep_conv_3x3,0_3,avg_pool_3x3,1_3,3_4,sep_conv_3x3,0_2,0_2,skip_connect,dil_conv_3x3,dil_conv_5x5,max_pool_3x3,avg_pool_3x3,avg_pool_3x3,0_2,dil_conv_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,dil_conv_5x5,max_pool_3x3,max_pool_3x3,98,2646.0,2744.0,92.0625,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,dil_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,4321,success,27
28,sep_conv_3x3,0_3,dil_conv_3x3,1_2,3_4,dil_conv_5x5,1_2,0_2,max_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_5x5,dil_conv_3x3,0_1,dil_conv_5x5,max_pool_3x3,sep_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,98,2744.0,2842.0,92.73766,max_pool_3x3,max_pool_3x3,dil_conv_5x5,avg_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,4321,success,28
29,sep_conv_5x5,1_3,dil_conv_5x5,1_2,0_2,sep_conv_5x5,0_2,1_2,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,0_2,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,dil_conv_5x5,skip_connect,max_pool_3x3,98,2842.0,2940.0,93.80983,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,avg_pool_3x3,sep_conv_3x3,max_pool_3x3,sep_conv_5x5,avg_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,4321,success,29
30,dil_conv_5x5,1_3,sep_conv_5x5,0_3,0_4,max_pool_3x3,1_2,0_1,dil_conv_3x3,sep_conv_5x5,dil_conv_5x5,max_pool_3x3,max_pool_3x3,dil_conv_3x3,0_2,dil_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,98,2940.0,3038.0,92.46425,sep_conv_3x3,dil_conv_5x5,skip_connect,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,4321,success,30
31,dil_conv_5x5,0_3,skip_connect,0_1,2_3,sep_conv_3x3,0_2,2_3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,1_2,dil_conv_5x5,max_pool_3x3,sep_conv_5x5,sep_conv_3x3,dil_conv_3x3,max_pool_3x3,sep_conv_3x3,98,3038.0,3136.0,92.49083,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,sep_conv_5x5,avg_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,4321,success,31
32,dil_conv_5x5,0_3,skip_connect,1_2,0_1,sep_conv_3x3,1_2,2_3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,skip_connect,1_2,max_pool_3x3,dil_conv_5x5,sep_conv_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,dil_conv_3x3,98,3136.0,3234.0,93.21354,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,sep_conv_3x3,max_pool_3x3,4321,success,32
